Date,Merchant,Amount,Category
2017-01-12,M900850801,14205.21,PAYMENT
2017-01-08,M2096519652,4459.24,PAYMENT
2017-01-12,C65770943,144755.62,CASH_OUT
2017-01-14,C1844218157,580555.05,TRANSFER
2017-01-13,C1044369379,59390.48,CASH_OUT
2017-01-01,M1624286979,5921.56,PAYMENT
2017-01-11,M982088370,585.57,PAYMENT
2017-01-17,C1667755824,150640.56,CASH_OUT
2017-01-10,C1235007065,104052.95,CASH_OUT
2017-01-11,M41904458,2958.54,PAYMENT
2017-01-09,C1698982260,64768.93,CASH_OUT
2017-01-13,C1200369476,22458.26,CASH_IN
2017-01-17,C655888805,1000812.97,CASH_OUT
2017-01-15,C181533252,41386.99,CASH_OUT
2017-01-10,C238658426,257099.62,CASH_IN
2017-01-12,C1573935021,455766.16,CASH_IN
2017-01-16,C1237807390,223127.94,TRANSFER
2017-01-07,C25606536,12424.34,CASH_OUT
2017-01-14,C219212467,373287.83,CASH_OUT
2017-01-14,C1378631566,9565220.77,TRANSFER
2017-01-15,M2113312133,6704.28,PAYMENT
2017-01-01,C1577632852,54160.26,CASH_OUT
2017-01-02,M1134989527,8882.22,PAYMENT
2017-01-13,C800959248,413744.1,CASH_OUT
2017-01-02,C2107037250,364183.38,CASH_OUT
2017-01-13,M1221603763,12087.75,PAYMENT
2017-01-05,C1742587360,10026.44,CASH_OUT
2017-01-16,M704767002,4484.79,PAYMENT
2017-01-12,C1203500111,24199.6,CASH_OUT
2017-01-17,M434268197,6764.02,PAYMENT
2017-01-16,M461843473,16340.52,PAYMENT
2017-01-21,M1070571508,12078.73,PAYMENT
2017-01-15,C631160831,287032.78,CASH_IN
2017-01-07,M1400156280,12892.45,PAYMENT
2017-01-16,C1654480034,186376.55,TRANSFER
2017-01-12,C436398889,106055.32,CASH_OUT
2017-01-01,C1088311753,107752.21,CASH_IN
2017-01-06,C932962100,521385.54,CASH_OUT
2017-01-06,C656990981,245207.33,CASH_IN
2017-01-06,C1119564849,197749.83,CASH_OUT
2017-01-22,M1873356999,16916.14,PAYMENT
2017-01-07,M899866846,2298.16,PAYMENT
2017-01-02,M151459533,21994.54,PAYMENT
2017-01-14,C721934969,73932.2,CASH_OUT
2017-01-13,M713517892,25328.56,PAYMENT
2017-01-22,M1330093751,14081.34,PAYMENT
2017-01-12,M1632758126,12851.25,PAYMENT
2017-01-08,C2073513977,8972.33,CASH_IN
2017-01-04,M1765907468,1882.76,PAYMENT
2017-01-11,C125513262,227035.15,CASH_OUT
2017-01-08,C1876121310,642083.96,CASH_OUT
2017-01-09,M2110881762,6348.97,PAYMENT
2017-01-07,C1357959644,174852.16,CASH_OUT
2017-01-11,C979592563,180318.35,CASH_IN
2017-01-01,C760622971,263797.75,CASH_IN
2017-01-11,C1007190943,293391.4,CASH_OUT
2017-01-13,C796629796,82889.48,CASH_OUT
2017-01-14,C563994199,18542.67,CASH_IN
2017-01-12,C576000686,155841.66,CASH_OUT
2017-01-10,M828955638,4316.4,PAYMENT
2017-01-29,C1879104920,331956.5,CASH_IN
2017-01-07,C167373608,1000391.33,TRANSFER
2017-01-12,M431241187,17702.82,PAYMENT
2017-01-08,C1822620288,360540.4,CASH_IN
2017-01-07,C872485269,228636.43,CASH_OUT
2017-01-16,C904959838,232488.22,CASH_IN
2017-01-07,C1412246105,1068295.94,TRANSFER
2017-01-01,C585017276,94110.22,CASH_IN
2017-01-08,M388851892,8476.39,PAYMENT
2017-01-14,M106973860,34898.88,PAYMENT
2017-01-11,C864830599,77364.56,CASH_IN
2017-01-16,C558560450,7573.09,CASH_OUT
2017-01-17,M1640968013,17067.44,PAYMENT
2017-01-29,C80569329,9725.66,CASH_OUT
2017-01-06,C692592052,72461.08,CASH_IN
2017-01-16,C1487827995,174585.68,CASH_OUT
2017-01-09,C1114390716,81060.75,CASH_OUT
2017-01-12,C1014446010,240778.76,CASH_OUT
2017-01-13,M1544481616,5267.89,PAYMENT
2017-01-02,C1077716990,28742.14,CASH_IN
2017-01-15,C2123917300,1036349.03,TRANSFER
2017-01-07,C1041891444,299673.9,CASH_IN
2017-01-17,C1904462437,261635.18,CASH_OUT
2017-01-02,C1884550435,29683.76,CASH_OUT
2017-01-06,C769901940,266789.91,CASH_OUT
2017-01-13,M1645705140,9259.0,PAYMENT
2017-01-11,M1013880379,5365.65,PAYMENT
2017-01-12,C892147692,77861.66,CASH_OUT
2017-01-17,C523198145,829647.53,TRANSFER
2017-01-11,C448210578,41300.4,CASH_OUT
2017-01-08,C2051512830,56490.39,CASH_IN
2017-01-08,M262183681,15253.98,PAYMENT
2017-01-15,M1421922513,9843.07,PAYMENT
2017-01-16,C1138305560,217843.21,CASH_OUT
2017-01-16,M1283222459,13602.48,PAYMENT
2017-01-13,C236252597,280576.37,CASH_OUT
2017-01-15,M1627449363,2679.53,PAYMENT
2017-01-23,M4334837,2116.01,PAYMENT
2017-01-13,C375709712,445959.61,CASH_IN
2017-01-11,M911033699,19022.46,PAYMENT
2017-01-15,M1142959090,1745.85,PAYMENT
2017-01-12,C709105604,53861.45,CASH_OUT
2017-01-15,M1617409674,32900.1,PAYMENT
2017-01-01,C1807829358,136503.54,CASH_OUT
2017-01-07,C1893398529,146540.7,CASH_OUT
2017-01-06,C576209911,1144370.51,TRANSFER
2017-01-14,M907270966,6983.84,PAYMENT
2017-01-17,C1782180036,654673.42,TRANSFER
2017-01-02,C727708879,7687.61,TRANSFER
2017-01-09,C798696622,468751.02,TRANSFER
2017-01-15,M1288029453,14402.31,PAYMENT
2017-01-07,M1880737374,4833.37,PAYMENT
2017-01-14,M2063909824,39983.37,PAYMENT
2017-01-07,C974280888,1484.65,CASH_IN
2017-01-12,M727464750,3394.77,PAYMENT
2017-01-11,C1672759116,72340.01,CASH_OUT
2017-01-01,M2039480289,15605.98,PAYMENT
2017-01-24,C1029249771,321253.66,CASH_OUT
2017-01-07,C993080887,21666.38,CASH_OUT
2017-01-08,M31558907,16784.04,PAYMENT
2017-01-02,C1025530795,71157.94,CASH_OUT
2017-01-15,M468413680,6495.56,PAYMENT
2017-01-17,M1323372225,21276.72,PAYMENT
2017-01-17,C1238229159,177897.01,CASH_OUT
2017-01-17,M605151500,1788.05,PAYMENT
2017-01-08,C108482281,226414.45,CASH_IN
2017-01-07,C1880637837,120270.56,CASH_OUT
2017-01-14,C1380891088,185134.03,CASH_IN
2017-01-10,C1559423775,194704.19,CASH_OUT
2017-01-10,C1031027989,165909.91,CASH_OUT
2017-01-15,C696595872,130065.41,CASH_IN
2017-01-17,C1452963406,83749.34,CASH_IN
2017-01-07,M1548915523,32142.84,PAYMENT
2017-01-17,M1153324297,7592.25,PAYMENT
2017-01-01,M333840673,9862.28,PAYMENT
2017-01-07,M746366658,33963.14,PAYMENT
2017-01-02,C504622795,104969.61,CASH_IN
2017-01-10,M1670745324,27365.18,PAYMENT
2017-01-14,C1225480920,58884.57,CASH_OUT
2017-01-03,M1210455145,15127.88,PAYMENT
2017-01-15,C151809533,57792.7,CASH_IN
2017-01-02,C279870353,464646.4,CASH_OUT
2017-01-15,C941900941,8491.52,CASH_IN
2017-01-12,C160857451,1432651.06,TRANSFER
2017-01-17,M1554116029,31185.9,PAYMENT
2017-01-17,C588779235,758597.6,TRANSFER
2017-01-11,C1154627061,201408.75,CASH_IN
2017-01-11,C20201542,130377.33,CASH_OUT
2017-01-17,M381239849,10804.89,PAYMENT
2017-01-11,M1742832236,16770.2,PAYMENT
2017-01-11,C896115004,29565.96,CASH_OUT
2017-01-13,C956656572,51170.54,CASH_OUT
2017-01-08,C1232489641,286494.08,CASH_IN
2017-01-23,C2010045583,142274.79,CASH_OUT
2017-01-01,C1054314230,129553.82,CASH_OUT
2017-01-01,C1065918606,530685.37,CASH_IN
2017-01-08,C965149607,177873.35,CASH_OUT
2017-01-07,C1445707393,96163.83,CASH_IN
2017-01-16,C1101803157,151754.75,CASH_IN
2017-01-10,C489693231,125865.04,CASH_OUT
2017-01-17,C855467659,231804.96,CASH_OUT
2017-01-17,C1190654564,236263.75,CASH_OUT
2017-01-17,M2006177288,22199.13,PAYMENT
2017-01-08,C1412300211,132076.85,CASH_OUT
2017-01-10,C1112469927,125954.62,CASH_IN
2017-01-02,C53419210,88131.46,CASH_IN
2017-01-09,M297964100,5479.45,PAYMENT
2017-01-16,M1058426994,12309.83,PAYMENT
2017-01-13,M1226452788,11886.12,PAYMENT
2017-01-09,M264576681,1893.71,PAYMENT
2017-01-09,C1437213279,52543.9,CASH_OUT
2017-01-11,C1962397821,7190.02,TRANSFER
2017-01-07,M1642394748,6121.62,PAYMENT
2017-01-08,C361124242,838230.41,TRANSFER
2017-01-08,C2047376708,168351.88,CASH_OUT
2017-01-01,C1633208957,282744.43,TRANSFER
2017-01-11,M2098150479,8170.01,PAYMENT
2017-01-14,C424983523,473709.58,CASH_OUT
2017-01-01,M1319874790,3780.19,PAYMENT
2017-01-02,C721093344,1402506.07,TRANSFER
2017-01-09,M672792164,12215.14,PAYMENT
2017-01-10,C964150989,234455.73,CASH_OUT
2017-01-11,C406279458,213206.11,CASH_IN
2017-01-01,C1938348365,74767.77,CASH_OUT
2017-01-02,C1734283234,558122.27,CASH_OUT
2017-01-07,C2142219865,50485.88,CASH_OUT
2017-01-15,M924988223,13090.93,PAYMENT
2017-01-07,C1516192719,14572.14,CASH_OUT
2017-01-15,M773531844,20052.33,PAYMENT
2017-01-15,M1227544687,5090.11,PAYMENT
2017-01-10,C349371736,41549.88,CASH_OUT
2017-01-01,C1872196255,30503.67,CASH_IN
2017-01-24,M1093035028,66326.98,PAYMENT
2017-01-09,M914412746,22430.16,PAYMENT
2017-01-13,C1234979787,122978.68,CASH_IN
2017-01-08,M1391643034,1858.05,PAYMENT
2017-01-13,C426967026,174478.89,CASH_OUT
2017-01-06,C756475678,272342.37,CASH_OUT
2017-01-08,M1939745099,5235.96,PAYMENT
2017-01-14,C2057051169,289130.16,CASH_OUT
2017-01-02,M861922112,2562.51,PAYMENT
2017-01-13,M2003839354,32713.75,PAYMENT
2017-01-11,C182653478,118342.48,CASH_OUT
2017-01-09,C1263843502,271756.09,CASH_OUT
2017-01-16,M1102586729,15488.44,PAYMENT
2017-01-10,C2072182703,201499.74,CASH_OUT
2017-01-11,C628071466,391029.87,CASH_OUT
2017-01-09,M96673343,3141.14,PAYMENT
2017-01-15,C2051629940,90828.87,CASH_IN
2017-01-08,M1205737190,8820.15,PAYMENT
2017-01-16,C1282309626,59504.97,CASH_IN
2017-01-07,C2019202377,453700.08,CASH_OUT
2017-01-08,C1698343361,324278.71,CASH_OUT
2017-01-10,C862265999,98912.33,CASH_IN
2017-01-09,C37330731,178611.32,CASH_IN
2017-01-14,C367591141,86127.69,CASH_IN
2017-01-02,C763424047,682390.83,CASH_OUT
2017-01-14,C800521389,806413.8,TRANSFER
2017-01-11,C70223231,84673.61,CASH_OUT
2017-01-09,C954380976,295714.24,CASH_IN
2017-01-11,M5907443,5847.27,PAYMENT
2017-01-01,C942428133,498366.8,CASH_IN
2017-01-11,C997924081,494289.32,CASH_IN
2017-01-17,C1527204101,2350420.53,TRANSFER
2017-01-10,C146614015,24592.46,CASH_IN
2017-01-13,M943666172,11915.99,PAYMENT
2017-01-08,M1571461913,21667.54,PAYMENT
2017-01-08,C392991200,229111.75,CASH_OUT
2017-01-11,C823204260,112347.65,CASH_IN
2017-01-01,C2104809432,592628.81,TRANSFER
2017-01-02,C1846530780,49354.21,CASH_OUT
2017-01-08,C776404949,160999.52,CASH_IN
2017-01-12,C890036710,32722.51,CASH_OUT
2017-01-14,M429889936,14951.01,PAYMENT
2017-01-14,C389643630,385540.38,CASH_OUT
2017-01-02,C1725791381,245994.77,CASH_OUT
2017-01-06,C2038601230,119114.26,CASH_IN
2017-01-12,C1538756478,221983.24,CASH_OUT
2017-01-16,C217394162,290637.06,CASH_OUT
2017-01-14,C1066301625,112219.61,CASH_OUT
2017-01-08,C419130630,99862.74,CASH_IN
2017-01-16,C2037382639,327906.21,CASH_IN
2017-01-10,C295403005,212290.09,CASH_IN
2017-01-06,C297147465,53113.22,CASH_IN
2017-01-06,C1838911194,31495.84,CASH_OUT
2017-01-26,C67911708,314752.64,CASH_OUT
2017-01-11,M734194015,4188.23,PAYMENT
2017-01-08,M1953780334,7290.79,PAYMENT
2017-01-12,C1377329862,44526.86,CASH_OUT
2017-01-10,C1878244168,186795.55,CASH_IN
2017-01-17,C472691424,73806.85,CASH_IN
2017-01-11,M916756425,6532.93,PAYMENT
2017-01-10,C1543123935,121821.08,CASH_IN
2017-01-16,M2002975787,4279.05,PAYMENT
2017-01-17,C1262271543,167381.2,CASH_OUT
2017-01-14,M551527817,4289.11,PAYMENT
2017-01-22,M1125645017,10803.08,PAYMENT
2017-01-09,C1697350622,306913.49,CASH_IN
2017-01-06,C1846049505,468.84,CASH_OUT
2017-01-09,C1523928001,25781.61,CASH_IN
2017-01-14,C29623020,288018.96,CASH_IN
2017-01-11,M1837133651,26875.81,PAYMENT
2017-01-14,M1634485073,10455.96,PAYMENT
2017-01-07,C2095965600,147368.79,CASH_OUT
2017-01-14,M1129100307,5949.97,PAYMENT
2017-01-01,C1818824163,113788.11,CASH_OUT
2017-01-14,M76197843,7394.2,PAYMENT
2017-01-06,M1745974015,1841.67,PAYMENT
2017-01-17,C1098198938,28953.72,CASH_OUT
2017-01-24,C1313927666,365735.36,CASH_IN
2017-01-06,C1553579655,422900.84,CASH_OUT
2017-01-15,M1359081921,1901.87,PAYMENT
2017-01-29,C1170537603,74369.14,CASH_IN
2017-01-01,C456172878,49804.17,CASH_OUT
2017-01-23,M2018534882,79152.83,PAYMENT
2017-01-09,C307875111,159235.2,CASH_IN
2017-01-08,M878521566,30733.47,PAYMENT
2017-01-13,M1048519402,13020.37,PAYMENT
2017-01-01,M132423491,35321.38,PAYMENT
2017-01-14,C1011387422,274892.71,CASH_OUT
2017-01-16,M1806596080,938.95,PAYMENT
2017-01-16,C73544317,1869094.77,TRANSFER
2017-01-09,C97731873,419679.73,TRANSFER
2017-01-13,C630563821,2016564.91,TRANSFER
2017-01-20,M301790050,16161.66,PAYMENT
2017-01-15,M1486188079,19962.81,PAYMENT
2017-01-23,C1946857910,311209.39,CASH_OUT
2017-01-09,M1774762009,11289.09,PAYMENT
2017-01-12,C1775806355,149229.68,CASH_IN
2017-01-02,C828389234,244551.19,TRANSFER
2017-01-14,M1786933832,43161.25,PAYMENT
2017-01-09,M426667936,10534.61,PAYMENT
2017-01-02,C1084375184,133345.79,CASH_OUT
2017-01-02,M626690673,2324.4,PAYMENT
2017-01-12,C1864603465,23872.57,CASH_OUT
2017-01-08,M1466792547,17948.56,PAYMENT
2017-01-01,C2042062531,145494.07,CASH_IN
2017-01-11,C847140608,164284.84,TRANSFER
2017-01-09,C230542175,74855.01,CASH_OUT
2017-01-13,C2016284993,152694.12,CASH_OUT
2017-01-14,C1938475526,192286.75,CASH_IN
2017-01-15,M1552551032,33658.33,PAYMENT
2017-01-06,M924145933,8243.18,PAYMENT
2017-01-12,C1679122482,204949.43,CASH_OUT
2017-01-22,M1168396226,6363.75,PAYMENT
2017-01-10,C1785887075,140442.98,CASH_OUT
2017-01-29,C1346890041,74787.22,TRANSFER
2017-01-16,C1034808465,75369.43,CASH_OUT
2017-01-02,M1066099300,683.6,PAYMENT
2017-01-06,C1630508669,1558.69,CASH_IN
2017-01-08,C1698758442,205411.58,CASH_OUT
2017-01-01,C898092839,299094.37,CASH_IN
2017-01-02,C1476794077,121838.55,CASH_OUT
2017-01-08,C1664968849,506098.48,CASH_IN
2017-01-16,C1410171626,334019.52,TRANSFER
2017-01-13,C463567081,147805.4,CASH_OUT
2017-01-02,C93155521,158538.11,CASH_IN
2017-01-15,M1229632262,3065.92,PAYMENT
2017-01-07,C191185088,25883.52,CASH_OUT
2017-01-01,M328069056,17949.02,PAYMENT
2017-01-15,C1309654753,158545.08,CASH_OUT
2017-01-02,C320948530,332392.74,CASH_IN
2017-01-16,M103272443,22688.92,PAYMENT
2017-01-09,M845062470,1105.91,PAYMENT
2017-01-08,C2067026803,109708.58,CASH_IN
2017-01-22,M665383317,2117.53,PAYMENT
2017-01-13,C2023127677,270365.59,CASH_OUT
2017-01-02,C2044711780,119971.47,CASH_IN
2017-01-14,M1462958946,18102.54,PAYMENT
2017-01-17,C1725350940,9517.92,CASH_OUT
2017-01-11,M924416675,8265.82,PAYMENT
2017-01-08,C1076805059,126263.63,CASH_IN
2017-01-16,C232201411,79791.29,CASH_OUT
2017-01-15,C219859163,138901.04,CASH_IN
2017-01-09,M1599345572,14461.66,PAYMENT
2017-01-11,M1946792875,6239.14,PAYMENT
2017-01-12,C746074335,158577.02,CASH_IN
2017-01-07,C1023535667,93083.96,CASH_IN
2017-01-16,C1885035605,337307.47,CASH_OUT
2017-01-14,M862855343,7136.27,PAYMENT
2017-01-14,C552411782,190161.2,CASH_OUT
2017-01-15,M434312812,13630.85,PAYMENT
2017-01-08,C574402516,67812.96,CASH_IN
2017-01-11,M1952703406,18858.09,PAYMENT
2017-01-13,C554695599,66546.16,CASH_OUT
2017-01-13,C58079187,308561.54,CASH_IN
2017-01-08,C812765258,508943.84,CASH_OUT
2017-01-14,M768917690,30653.96,PAYMENT
2017-01-15,M1023685531,12468.95,PAYMENT
2017-01-08,M132914736,1901.09,PAYMENT
2017-01-01,C189429491,252367.91,TRANSFER
2017-01-08,C745612987,326634.19,CASH_OUT
2017-01-15,C525810032,129427.43,CASH_IN
2017-01-10,C169772949,204062.61,CASH_OUT
2017-01-07,M77981360,8.74,PAYMENT
2017-01-17,M2084268272,10586.74,PAYMENT
2017-01-11,C141402579,39676.53,CASH_OUT
2017-01-17,M1451230972,23038.96,PAYMENT
2017-01-11,M1363822576,28784.75,PAYMENT
2017-01-07,M1388614663,3874.39,PAYMENT
2017-01-12,M1160157854,17130.82,PAYMENT
2017-01-16,C892382139,370682.47,CASH_IN
2017-01-01,C1312773740,320814.38,TRANSFER
2017-01-13,C2013875267,90379.8,CASH_IN
2017-01-15,C1397792069,161053.3,CASH_OUT
2017-01-02,C1843635353,126022.88,TRANSFER
2017-01-16,C1818343203,75884.43,CASH_IN
2017-01-08,M1347620951,7905.9,PAYMENT
2017-01-01,C1276951352,77057.84,CASH_OUT
2017-01-02,M818343577,20967.96,PAYMENT
2017-01-10,C1428619019,279331.72,CASH_OUT
2017-01-06,M1375302120,11393.15,PAYMENT
2017-01-01,C1937294500,1231867.45,TRANSFER
2017-01-02,C1423874716,120320.05,CASH_OUT
2017-01-09,C689874395,516312.04,CASH_OUT
2017-01-06,M1793541257,9933.4,PAYMENT
2017-01-13,M176690310,23343.2,PAYMENT
2017-01-11,M1309947592,6750.65,PAYMENT
2017-01-15,M205382939,34888.18,PAYMENT
2017-01-11,C964120045,12382.28,CASH_OUT
2017-01-02,M1717578861,842.96,PAYMENT
2017-01-14,C898591121,238318.09,CASH_OUT
2017-01-16,C2015553156,500632.38,CASH_OUT
2017-01-15,M1653945011,10176.55,PAYMENT
2017-01-02,C770360274,561936.81,CASH_OUT
2017-01-13,C415536878,12908.57,CASH_IN
2017-01-17,C824458483,175013.58,CASH_IN
2017-01-07,C732725547,348312.17,CASH_OUT
2017-01-07,C954556045,159963.97,CASH_OUT
2017-01-20,M122048009,3818.48,PAYMENT
2017-01-17,M1089322782,18239.38,PAYMENT
2017-01-14,M1238345330,37291.68,PAYMENT
2017-01-08,M1921263846,15548.41,PAYMENT
2017-01-16,M1104417210,11158.92,PAYMENT
2017-01-01,C456278962,392704.81,TRANSFER
2017-01-12,C1869197498,148216.28,CASH_OUT
2017-01-07,C1816312119,209510.52,CASH_OUT
2017-01-01,C1635773815,49716.99,CASH_IN
2017-01-09,M1349961012,4144.33,PAYMENT
2017-01-13,C1755824995,33823.94,CASH_OUT
2017-01-10,M582601440,325.79,PAYMENT
2017-01-29,C375631993,101770.12,CASH_IN
2017-01-01,M979878629,347.15,PAYMENT
2017-01-13,C983513953,17271014.73,TRANSFER
2017-01-13,M54847204,9543.03,PAYMENT
2017-01-09,C406958858,51772.17,CASH_IN
2017-01-06,M2066291690,8171.93,PAYMENT
2017-01-16,M204841643,17991.23,PAYMENT
2017-01-15,C1232002053,42443.77,CASH_IN
2017-01-15,C1841716248,174677.83,CASH_IN
2017-01-17,M1228748108,22335.43,PAYMENT
2017-01-08,C418835264,5609.88,DEBIT
2017-01-14,M1234651857,7703.36,PAYMENT
2017-01-13,M628991952,427.99,PAYMENT
2017-01-01,C1180773417,150277.69,CASH_OUT
2017-01-03,M1392241925,3950.16,PAYMENT
2017-01-01,M2082201045,23981.25,PAYMENT
2017-01-10,C1811840022,202712.6,TRANSFER
2017-01-02,M1158816915,8935.75,PAYMENT
2017-01-09,C1537450684,201273.49,CASH_IN
2017-01-16,C1208764772,65407.91,CASH_OUT
2017-01-01,C382717785,217090.79,TRANSFER
2017-01-08,M92568817,1488.1,PAYMENT
2017-01-08,C1695673969,60451.8,CASH_IN
2017-01-01,M1351603247,16435.2,PAYMENT
2017-01-02,M940130782,2159.03,PAYMENT
2017-01-15,M1995145748,2570.83,PAYMENT
2017-01-10,C32197382,24631.4,CASH_OUT
2017-01-14,C848585413,10000000.0,TRANSFER
2017-01-14,M325064840,17472.42,PAYMENT
2017-01-07,M708598450,14128.15,PAYMENT
2017-01-15,C2083069180,173811.03,CASH_IN
2017-01-16,M1974202741,3975.47,PAYMENT
2017-01-14,C1729872493,19973.59,CASH_IN
2017-01-06,C998477494,97380.49,CASH_OUT
2017-01-09,C1216929896,130573.04,TRANSFER
2017-01-25,C2023632825,12169.26,CASH_OUT
2017-01-12,C1474238544,72177.28,CASH_OUT
2017-01-14,M1053907866,8147.6,PAYMENT
2017-01-13,M1628682754,1442.53,PAYMENT
2017-01-17,M1549110919,3266.07,PAYMENT
2017-01-06,M2096593428,8137.1,PAYMENT
2017-01-14,C662335667,416905.42,CASH_OUT
2017-01-16,C1699937332,38352.36,CASH_OUT
2017-01-01,C1695901686,167753.83,CASH_OUT
2017-01-02,M1312261474,3188.56,PAYMENT
2017-01-07,C903682741,24507.48,CASH_IN
2017-01-13,C2103533288,46003.74,CASH_OUT
2017-01-05,M1960726871,2671.09,PAYMENT
2017-01-14,M1919614321,20794.27,PAYMENT
2017-01-07,C101496319,309796.39,CASH_OUT
2017-01-08,C1030382677,124154.35,CASH_IN
2017-01-14,C1233943093,80737.46,CASH_OUT
2017-01-20,C1954227408,147229.38,CASH_OUT
2017-01-09,C708334788,165608.34,CASH_OUT
2017-01-07,M329531342,896.86,PAYMENT
2017-01-01,C912285660,20150.34,TRANSFER
2017-01-07,M1636824512,987.35,PAYMENT
2017-01-07,C235361159,84344.68,CASH_IN
2017-01-13,M697017375,7179.96,PAYMENT
2017-01-02,C2029542508,474732.52,CASH_OUT
2017-01-17,M930241147,6125.5,PAYMENT
2017-01-12,C2084993809,394537.59,CASH_OUT
2017-01-14,C2088935074,691982.61,CASH_IN
2017-01-12,M1940514637,3787.18,PAYMENT
2017-01-13,C1611639732,185835.95,CASH_OUT
2017-01-15,M1854052037,17111.87,PAYMENT
2017-01-17,C1443903433,165925.19,CASH_OUT
2017-01-23,C1994027839,90210.81,CASH_IN
2017-01-14,C184349493,80954.77,CASH_IN
2017-01-01,C1660090994,75212.06,CASH_OUT
2017-01-15,M805847663,18204.22,PAYMENT
2017-01-16,C1622926106,360565.99,CASH_OUT
2017-01-15,C501331295,105135.29,CASH_OUT
2017-01-02,C1280057807,377034.26,CASH_OUT
2017-01-06,C579422918,569721.0,CASH_OUT
2017-01-10,C1653979134,157135.51,CASH_IN
2017-01-13,C142211154,79453.52,CASH_OUT
2017-01-13,C1452842399,124000.2,CASH_OUT
2017-01-09,C2045781387,60942.05,CASH_IN
2017-01-17,C842815443,363413.73,CASH_OUT
2017-01-08,M1614250122,48465.36,PAYMENT
2017-01-10,C1185139685,202327.49,CASH_OUT
2017-01-02,C924726775,201401.51,CASH_IN
2017-01-15,C474136488,74443.56,TRANSFER
2017-01-16,C1162374563,50431.29,CASH_OUT
2017-01-01,C1742881869,332202.93,TRANSFER
2017-01-09,M1049744487,1456.44,PAYMENT
2017-01-12,C1478307157,134128.12,CASH_OUT
2017-01-10,C1124400146,368101.73,CASH_OUT
2017-01-01,C2106812355,85232.14,CASH_IN
2017-01-01,C783363359,403698.49,CASH_IN
2017-01-09,C1658839993,45838.67,CASH_OUT
2017-01-01,C2100405118,767304.82,TRANSFER
2017-01-02,C1027236194,308491.1,CASH_OUT
2017-01-06,M1244391770,12213.29,PAYMENT
2017-01-29,C56284236,336963.23,CASH_OUT
2017-01-02,C854428091,63178.28,CASH_IN
2017-01-06,M1794551883,9542.59,PAYMENT
2017-01-11,C1905765633,189433.76,CASH_OUT
2017-01-23,C874196785,308684.43,TRANSFER
2017-01-28,C907862832,24485.86,CASH_OUT
2017-01-12,M946663221,9334.98,PAYMENT
2017-01-02,C358570923,20008.08,CASH_OUT
2017-01-13,C123576620,308195.55,CASH_OUT
2017-01-12,C1496383374,346093.62,CASH_IN
2017-01-17,C1249272743,1967374.47,TRANSFER
2017-01-15,M1692804522,13021.99,PAYMENT
2017-01-13,C1775279595,4383082.84,TRANSFER
2017-01-17,M540566915,748.24,PAYMENT
2017-01-06,C1255395942,124155.62,CASH_IN
2017-01-10,C458997681,22886.32,CASH_OUT
2017-01-01,C731223168,49227.16,CASH_IN
2017-01-02,C1488272770,547721.29,TRANSFER
2017-01-09,C106018290,83765.45,CASH_OUT
2017-01-06,C216081754,42512.65,CASH_OUT
2017-01-07,C492694532,132821.33,CASH_OUT
2017-01-02,C1191349112,131760.84,CASH_OUT
2017-01-02,M457644076,8675.89,PAYMENT
2017-01-08,C268928447,152804.84,CASH_IN
2017-01-10,C1223393348,41650.08,CASH_OUT
2017-01-09,M145109382,15589.18,PAYMENT
2017-01-09,C1299774825,125193.33,CASH_IN
2017-01-15,C1713650357,4977791.8,TRANSFER
2017-01-25,M1177189749,5399.4,PAYMENT
2017-01-14,C345046332,88577.93,CASH_OUT
2017-01-02,C1328442837,141498.87,CASH_IN
2017-01-10,M1161323406,22494.12,PAYMENT
2017-01-17,M1331457504,32889.3,PAYMENT
2017-01-16,M1430863904,49010.75,PAYMENT
2017-01-10,M27409422,2710.99,PAYMENT
2017-01-08,C313737944,134631.82,CASH_IN
2017-01-17,C517215031,158691.57,CASH_IN
2017-01-12,M209886354,18664.73,PAYMENT
2017-01-01,C887761954,151936.53,CASH_OUT
2017-01-17,C1180554631,181536.77,CASH_OUT
2017-01-09,C1767904306,399025.95,TRANSFER
2017-01-02,C1364468033,285696.81,CASH_IN
2017-01-08,C1422115405,356056.4,CASH_OUT
2017-01-07,C774545146,178576.84,TRANSFER
2017-01-15,C227316293,267493.5,TRANSFER
2017-01-12,M1701620669,8202.41,PAYMENT
2017-01-12,C599840130,227287.82,CASH_IN
2017-01-15,C1802022857,1562352.66,TRANSFER
2017-01-18,C452849673,141741.73,CASH_OUT
2017-01-15,C1456944025,57422.56,CASH_OUT
2017-01-01,C1261940778,37843.65,CASH_IN
2017-01-02,C1095446005,157129.2,CASH_OUT
2017-01-15,C1216319707,216252.53,CASH_OUT
2017-01-01,M1570491798,7937.62,PAYMENT
2017-01-06,C367472097,181208.25,CASH_OUT
2017-01-01,M64468119,18859.05,PAYMENT
2017-01-11,C684771946,403364.76,CASH_OUT
2017-01-16,C474386576,961126.68,TRANSFER
2017-01-12,M902413924,19143.4,PAYMENT
2017-01-07,M889888197,3994.79,PAYMENT
2017-01-17,C1035275258,141296.44,CASH_OUT
2017-01-01,M880105623,10494.65,PAYMENT
2017-01-15,C419907281,334633.91,CASH_OUT
2017-01-02,C298875304,78813.42,CASH_IN
2017-01-12,M868278266,1987.12,PAYMENT
